Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Target,Cuerpo
El Mundo Today,https://www.elmundotoday.com/2019/12/el-pedo-de-onda-cero-dara-las-campanadas-en-la-emisora/,2019-12-30,El pedo de Onda Cero dará las Campanadas en la emisora,MANUELA CARMENA YA HA ANUNCIADO QUE NO LO ACOMPAÑARÁ ESTA VEZ,1,"
Después del éxito de su aparición, que le convirtió en todo un fenómeno viral, el pedo de Onda Cero será el encargado de dar las Campanadas en el especial de Nochevieja de la emisora. “Conectó muy bien con el público y da buenas vibraciones”, explica su padrino radiofónico, Carlos Alsina. 
Según fuentes cercanas a Onda Cero, el pedo será el encargado de explicar la diferencia entre los cuartos y las campanadas. “Estamos preparando un especial largo, pero en el equipo sabemos que la duración no será un problema para esta flatulencia”, reconoce el propio Alsina. Si la noche del 31, como se prevé, acaba siendo un éxito, Onda Cero no descarta darle un programa diario al pedo. “Todavía habría que valorar si entraría mejor de mañana o de madrugada”, comentan.
Lamentablemente, la persona con la que el pedo saltó a la fama a principios de diciembre, Manuela Carmena, ya ha anunciado que no lo acompañará esta vez. “Solo puedo hablar bien del pedo, hemos vivido muchas cosas juntas pero hemos decidido separar nuestros caminos”, ha declarado la ex alcaldesa de Madrid en un comunicado. Tanto el pedo como Carmena aseguran que no hay roces entre ellos, pero sin duda algo huele muy mal en todo este asunto.
En estos momentos, a falta de apenas unas horas para el
cambio de año, en la emisora siguen sin saber a quién pagarle la factura del
especial porque nadie se ha hecho cargo del pedo todavía. 
"
El Mundo Today,https://www.elmundotoday.com/2019/12/los-farmaceuticos-admiten-que-la-ventanilla-de-seguridad-se-debe-a-que-les-dan-asco-los-enfermos/,2019-12-30,Los farmacéuticos admiten que la ventanilla de seguridad se debe a que les dan asco los enfermos,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2019/12/un-hombre-en-china-ha-consumido-una-sopa-de-pangolin-que-si-no-se-toman-medidas-ahora-podria-provocar-un-colapso-sanitario-y-economico-de-escala-global/,2019-12-30,"Un hombre en China ha consumido una sopa de pangolín que, si no se toman medidas ahora, podría provocar un colapso sanitario y económico de escala global",ESTA NOTICIA TIENE UNA IMPORTANCIA CAPITAL PERO POSIBLEMENTE SEA IGNORADA,1,"
Completamente ajeno a las devastadoras consecuencias que podrían acarrear sus actos, un ciudadano chino ha consumido una sopa de pangolín que en pocas semanas podría provocar una pandemia de escala global que acabaría con el mundo tal y como lo conocemos. Esto se debe a que el mamífero -que en los mercados húmedos de China se vende como una exquisitez gastronómica- es portador de un virus que provoca una neumonía que puede ser muy peligrosa en humanos.
En la ciudad china de Wuhan ya se han empezado a reportar algunos casos de esta enfermedad que, tememos, pueda ser extremadamente contagiosa. Muy posiblemente esto obligue a cerrar dicha ciudad -de la que vamos a oír hablar muchísimo en los próximos meses- y la cancelación de vuelos internacionales.
Este virus no solo pone en peligro la celebración en Barcelona del Mobile World Congress (sería absurdo debatir siquiera la conveniencia de su anulación) sino que para evitar su propagación conviene encerrar cuanto antes a toda la población mundial en sus domicilios. 
Es momento de actuar y consideramos que las siguientes medidas son inevitables:
Conviene confinar a la población cuanto antes y limitar su movilidad. Para que esto sea legalmente posible, será necesario activar el Estado de Alarma previsto en la Constitución. Es necesario desarrollar tests de diagnóstico cuanto antes.Posiblemente, el virus se transmita por el aire, lo que obligará a adquirir y usar millones y millones de mascarillas que es preciso fabricar en grandes cantidades desde ya mismo.Si todo falla, conviene desarrollar vacunas (entendemos que los desarrollos que se han hecho en las vacunas de ARN pueden ser claves aquí y aconsejamos a la comunidad científica que opte por esta novedosa vía). Aún así, y siendo muy optimistas, dichas vacunas tardarían 11 meses en ser desarrolladas.Hay que cancelar desde ya, y con  mensajes claros apoyados desde los medios, la Navidad del año que viene.Esta posible pandemia pondrá en jaque a toda la comunidad médica, que necesitará todo el apoyo económico posible. Y también todo el apoyo moral, por lo que proponemos aplaudir cada noche a las 20 horas, al menos durante dos meses.No es descabellado pensar que Isabel Díaz Ayuso aproveche una situación excepcional para desafiar al Gobierno sistemáticamente, incluso poniendo en riesgo a la población de Madrid, a fin de ganar apoyos en el Partido Popular.
Estas medidas pueden sonar descabelladas ahora mismo, pero esos primeros casos de neumonía evidencian que no se puede pasar por alto lo extremadamente importante del asunto. Aún así, este medio considera que hay tiempo de sobra para evitar de forma sencilla esta hecatombe. Estamos seguros de que estas palabras no caerán en saco roto y de que la OMS y todos los gobiernos mundiales actuarán en consecuencia, dado que lo contrario sería una temeridad propia de idiotas que daría como resultado al menos tres olas de contagios, de abril de 2020 a febrero de 2021.
PD. Copia esto en tu muro o las noticias de El Mundo Today serán de pago.
"
El Mundo Today,https://www.elmundotoday.com/2019/12/siete-reformas-para-que-los-reyes-magos-puedan-entrar-pero-no-salir-de-tu-casa/,2019-12-27,Siete reformas para que los Reyes Magos puedan entrar pero no salir de tu casa,NUESTROS EXPERTOS TE ASESORAN,1,"
La llegada de los Reyes Magos está cada vez más cerca. Que tres seres mágicos entren en tu casa a dejar regalos y luego se vayan es algo muy especial, pero si lo que quieres es cazarlos para que no puedan salir y de este modo hacerte con ellos para siempre, nuestros expertos de Idealista te explican cómo conseguirlo con cinco sencillas reformas.
Pídeles que te regalen tablones de madera y también que te los coloquen en puertas y ventanas. La obligación de los Reyes Magos es traerte todo lo que les pidas, así que es importante jugar con eso para conseguir encerrarlos en tu casa.
Cava un enorme agujero al lado del árbol de Navidad y cúbrelo con una alfombra. Cuando los Reyes Magos se acerquen a dejar los regalos, caerán por el agujero hasta la celda que tienes en el sótano donde los tres vivirán a partir de ahora junto al Ratoncito Pérez, el Caga Tió y el repartidor de Amazon.
Construye una Escalera de Penrose. Cuando los Reyes Magos quieran subir a las habitaciones a meter caramelos en los calcetines, se quedarán atrapados en un bucle infinito para siempre. Dejarás a millones de niños sin regalos, pero tú serás el dueño de Melchor, Gaspar, Baltasar y Ringo Starr.
Decora tu salón con el cuerpo de Papá Noel esposado a la chimenea. Así los Reyes Magos entenderán que no te andas con bromas y que tendrán que hacer todo lo que tú les ordenes. 
Instala una bomba con temporizador y explícales que, si abandonan la casa, volarán por los aires. En ocasiones hay que ser directo y no perder tiempo. Los Reyes Magos se mueven a mucha velocidad, así que hay que tener cuidado o se irán de tu casa antes de que los veas entrar.
Coloca una barra de
madera cálida en la cocina con varios taburetes en los que sentarse. Ideal para beber una copa de vino y picar algo
mientras vas haciendo la comida. Los Reyes Magos jamás querrán irse de tu casa
con una barra tan guay como esa.
Sitúa una chimenea en el salón. Los Reyes Magos se sentarán a descansar un momento, se quedarán mirando el fuego y no volverán a marcharse jamás. Ahora serán tus compañeros de piso, y son tres, y viejos, y solo trabajan una vez al año. Has cometido un enorme error quedándote con ellos. 
"
El Mundo Today,https://www.elmundotoday.com/2019/12/el-rey-felipe-vi-lleva-anos-enviando-mails-a-los-nigerianos-para-que-le-ayuden-a-cobrar-una-herencia/,2019-12-26,El Rey Felipe VI lleva años enviando mails a los nigerianos para que le ayuden a cobrar una herencia,NECESITA QUE LE ENVÍEN 120.000 NAIRAS PARA PODER COBRAR MÁS DIEZ MILLONES,1,"
La desconfianza de los ciudadanos nigerianos sigue siendo el único obstáculo para que el Rey de España consiga cobrar una jugosa herencia que le dejaron a principios de 2008. Felipe VI lleva muchos años enviando correos electrónicos a los ciudadanos de Nigeria pidiéndoles ayuda para poder hacerse con esta importante suma de dinero pero, de momento, nadie en el país africano ha querido saber nada.
Hace ya más de diez años que un importante miembro de la realeza noruega dejó en herencia a Su Majestad varios cientos de miles de euros, pero Felipe VI comprobó que no podía cobrar el dinero desde Europa. Necesita que los nigerianos le hagan una transferencia por valor de 120.000 nairas, la moneda nigeriana, para poder desbloquear la situación con el banco y cobrar así más de diez millones de nairas.
El Rey de España también ha llegado a ofrecer a algunos nigerianos que cobren la herencia por él y después se la ingresen a cambio de un pequeño porcentaje, haciéndose solo cargo de los gastos de envío, pero de momento nadie se ha prestado a hacerlo.
Aunque la oferta de Felipe VI es muy jugosa, los nigerianos, que viven en una república federal, están convencidos de que se trata de un timo porque son incapaces de creer que en un país desarrollado haya un rey.
"
El Mundo Today,https://www.elmundotoday.com/2019/12/hombres-cientificos-bajaran-la-tapa-del-vater-para-ver-que-ocurre/,2019-12-26,Hombres científicos bajarán la tapa del váter para ver qué ocurre,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2019/12/horoscopo-de-la-semana-leo-has-engordado-tanto-con-los-turrones-que-ahora-eres-geminis-y-aries/,2019-12-26,"Horóscopo de la semana: Leo, has engordado tanto con los turrones que ahora eres géminis y aries",NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2020/01/cuales-son-los-retos-del-nuevo-gobierno-de-coalicion-de-pedro-sanchez/,2020-01-31,¿Cuáles son los retos del nuevo Gobierno de coalición de Pedro Sánchez?,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2020/01/la-exministra-ana-mato-pregunta-si-puede-traer-a-espana-a-un-cura-amigo-suyo-que-viene-de-china-y-esta-pachucho/,2020-01-31,La exministra Ana Mato pregunta si puede traer a España a un cura amigo suyo que viene de China y está “pachucho”,"“TIENE BASTANTE TOS PERO ESO, CON UN POCO DE MIEL Y LIMÓN, SE SOLUCIONA”, AFIRMA",1,"
La exministra Ana Mato se ha puesto en contacto con el Gobierno para preguntar si puede traer a España a un cura amigo suyo que viene de China y está “pachucho”. “El padre Gabriel está un poco pocho y le están dando problemas para salir de Wuhan”, ha lamentado la política del Partido Popular. “No sé qué es lo que pasa en esa ciudad, pero me gustaría traerlo aquí unos días para que se mejore”, ha insistido.
Ana Mato ha hecho hincapié en la “salud de hierro” que siempre ha tenido el padre Gabriel. La que fue ministra de Sanidad de 2011 a 2014 confía en que, con unos días de reposo en casa tomando sopa y arroz cocido, el cura se ponga como nuevo y pueda volver a sus labores caritativas en China. 
Ante las negativas del nuevo Ejecutivo de Pedro Sánchez, Ana Mato ha defendido que, aunque su amigo el cura tiene bastante tos, no es nada que no se vaya a solucionar con un poco de miel y limón. “Es un hombre muy bueno y cercano, lleva una semana en Wuhan rezando por los enfermos sin ponerse guantes ni mascarilla para no asustarlos”, defiende.
Finalmente, después de que, durante la conversación que ha mantenido con el Gobierno, le explicaran que hay un brote vírico en China, la prensa ha podido saber que Ana Mato ha recomendado resolver el asunto «sacrificando a un perro».
"
El Mundo Today,https://www.elmundotoday.com/2020/01/audiencias-pablo-motos-entrevista-al-coronavirus-y-saca-su-lado-mas-amable/,2020-01-31,Audiencias: Pablo Motos entrevista al Coronavirus y saca su lado más amable,AUDIENCIAS 30/01/2020,1,"

La 1 – Operación Triunfo
A ver, yo no puedo resumir esto, a mí estas cosas ya me pillan mayor. Yo solo conozco a Amaia. Los concursantes de este año no sé quiénes son. Tampoco sé cuándo se emiten las galas. Pero bueno, la verdad es que tampoco sé quiénes son Dua Lipa o Miquel Montero.




Antena 3 – El Hormiguero
El Coronavirus fue a divertirse a El Hormiguero y demostró que no es tan fiero como lo pintan, ofreciéndonos su lado más amable. Pablo Motos se ha defendido de las críticas de algunos sectores de la sociedad declarando que “no trato de blanquear al virus que acabará con la especie humana, pero nuestro deber como programa de máxima audiencia es darle una oportunidad para que se explique”.



Cuatro – La Isla de las Tentaciones
En el capítulo de esta semana, Sayid intentaba abandonar la isla después de ver la cita que Shannon tuvo con John Locke en la cola del avión siniestrado. Por su parte, el tío encerrado en la escotilla sigue intentando conseguir algún ‘match’ en Tinder para poder participar en el programa.




Telecinco – Informativos
Pedro Piqueras sigue viviendo los mejores momentos de su vida al poder informar día a día sobre el final de la raza humana a causa de pandemias, catástrofes climáticas y guerras.




La Sexta – Equipo de Investigación
Semana tensa en este programa. Glòria Serra estuvo investigando qué persona de la redacción cogió su grapadora para nunca más dejarla en su sitio.




La 2 – Saber y Ganar
Esta semana las células del cuerpo de Jordi Hurtado volvieron a regenerarse milagrosamente, venciendo una vez más a la cuarta dimensión.



"
