Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Target,Cuerpo
El Mundo Today,https://www.elmundotoday.com/2013/12/hacienda-reclama-12-000-euros-a-papa-noel/,2013-12-24,Hacienda reclama 12.000 euros a Papá Noel,HA COBRADO UNA PENSIÓN DE JUBILACIÓN INDEBIDA,1,"Juan García Torrejón, conocido popularmente como “Papá Noel”, ha recibido en los últimos meses diversas notificaciones de Hacienda en las que se le exige el pago de los impuestos por las pensiones que ha ido cobrando en los últimos años y que hasta ahora no había declarado. 
El fisco le reclama no solo el pago de impuestos sino también intereses de demora y sanciones por no haberlas declarado hasta ahora, sumando un total de 12.000 euros.
El concepto de la reclamación (“Rendimientos derivados de pensiones satisfechas”) no obliga únicamente al anciano a pagar la citada multa sino que anula también, “sine die”, la pensión que hasta ahora estaba percibiendo. 
«Es cierto que tiene edad para ser pensionista pero es indudable también que está desempeñando su trabajo con toda normalidad, por lo que sus cobros hasta ahora han sido indebidos, sumado esto al hecho de que no ha declarado ese patrimonio ni una sola vez”, ha informado un portavoz de la Agencia Tributaria.
“Cuando todos los niños reciban su regalo esta Navidad y se compruebe que Papá Noel, efectivamente, ha trabajado, todos los españoles volverán a ver, un año más, que el cobro de su pensión de jubilación es improcedente: si está desempeñando su trabajo no puede cobrarlo”, ha insistido la citada fuente.
Como cada fin de mes, diversos testigos afirman haber visto a Papá Noel en una sucursal de Caja Rural haciendo cola para pedir que le actualicen la libreta. Cuando el anciano ha comprobado que no había percibido la pensión, ha comprado un paquete de arroz en el colmado «Amigo Supermercado» y se ha marchado a su domicilio, un pequeño piso alquilado de renta antigua del barrio de Malasaña, en Madrid.
"
El Mundo Today,https://www.elmundotoday.com/2013/12/mama-ha-empezado-a-usar-el-perfume-del-anuncio-que-te-pone-cachondo/,2013-12-24,Mamá ha empezado a usar el perfume del anuncio que te pone cachondo,ACTÚA COMO UN ARMA QUÍMICA PARA TU LIBIDO,1,"Un equipo de expertos de la ONU ha confirmado esta mañana que tu madre está en posesión del perfume cuyo anuncio te pone tan cachondo y que, además, ha manifestado a solas frente al espejo que «esta noche me lo voy a poner», en referencia a la cena de Nochebuena en casa de los primos.
Las consecuencias que tendría para tu integridad psíquica el hecho de que tu madre oliera igual que la chica que sale en el anuncio y a la que has imaginado tantas veces a cuatro patas dispuesta a ser empotrada son impredecibles, aseguran los expertos, aunque las probabilidades de que la fragancia actúe como un arma química capaz de anular tu libido son altas.
No se descarta que el pintalabios sea también el de la chica del anuncio
«Tanto nuestra imagen de marca como nuestros anuncios refuerzan la idea de que este perfume es para chicas jóvenes, con un perfil muy distinto al de Marifé Robledo, que debería apostar por otra gama distinta», se defiende un portavoz de Chloé. 
La ONU admite que no existe una legislación que pueda impedir a tu madre usar un perfume que, con total seguridad, hará que te la imagines chupando una piruleta con la lascivia de quien lame un pene -concretamente el tuyo-, pero recomienda que inicies de inmediato una negociación con ella.
«No hay tiempo que perder. Ya empieza a poner caras que tu cerebro, bajo la influencia del perfume, podría interpretar mal», insisten los especialistas.
Los expertos reconocen que el carácter de tu madre hará difícil que se haga cargo de la situación. «En 2012 no tuvo ningún reparo en apropiarse del tanga de leopardo que dejó olvidado aquella amiga tuya con la que practicaste sexo duro en todas las posturas que se os ocurrieron. Lo encontró debajo del sofá cuando pasaba la aspiradora, mojó la prenda con limpiacristales y la utilizó para sacar brillo a los muebles», recuerda la organización.
Las mismas fuentes confirman, además, que Rodrigo Camuñas ha sido visto hoy engrasando las ruedas del carrito del bebé con el gel Chilly destinado a la higiene íntima.
"
El Mundo Today,https://www.elmundotoday.com/2013/12/mision-cumplida/,2013-12-23,Misión cumplida,VIÑETA 23/12/2013,1,INICIAR SESIÓN
El Mundo Today,https://www.elmundotoday.com/2014/01/oficina-sin-jefe-durante-tres-horas-se-convierte-en-utopia-socialista-asamblearia/,2014-01-31,Oficina sin jefe durante tres horas se convierte en utopía socialista asamblearia,LA DICTADURA DEL PROLETARIADO HA TENIDO LUGAR A LAS 9:17,1,"Habiendo anunciado ayer por la tarde el jefe de una oficina de Barcelona que estaría ausente durante toda la mañana de hoy, los trabajadores de la misma han logrado establecer una auténtica utopía social en la que se toman las decisiones de manera conjunta y con la participación de todos.
“Nos dimos cuenta de que, sin líder, estábamos obligados a tomar las decisiones nosotros mismos y, en vez de escoger a un nuevo dirigente o llamar por teléfono al director, decidimos organizarnos entre todos de forma autónoma”, explica Cristina Martínez, de contabilidad, una de las principales ideólogas de la nueva sociedad que ha tenido lugar en la oficina de Barcelona, surgida gracias al vacío de poder de esta mañana.
«No hay jefe, todos somos el jefe», dicen
Según ha podido saber la prensa, en las tres horas que el director de la oficina lleva ausente se ha logrado un perfecto equilibrio entre las capacidades individuales y la preservación de los objetivos empresariales, instaurándose una verdadera democracia en la que todos velan por sus intereses individuales así como por el bien común.
La oficina, que ha conseguido superar las pulsiones e intereses individuales del ser humano, ha materializado con éxito, por primera vez en la Historia, los supuestos del socialismo científico planteado por Karl Marx. Según explican los trabajadores, se han organizado horizontalmente en una red de competencias equitativa, eficiente y democrática.
«No hay líder porque todos somos el líder», confirma una auxiliar administrativa. En la toma de decisiones se han anulado las antiguas y obsoletas jerarquías basadas en privilegios del antiguo régimen, el que imperaba ayer por la tarde, cuando el jefe estaba en su despacho.
“Hemos devuelto el poder soberano a los trabajadores”, añade la auxiliar.
Al cierre de la edición, fuentes anónimas de la oficina han informado de que, a las 12:30, cierta disputa en torno a la temperatura del aire acondicionado ha obligado a varios trabajadores a enviar un email de queja al jefe, solicitando su intervención en el conflicto.
"
El Mundo Today,https://www.elmundotoday.com/2014/01/la-infanta-cristina-lucira-un-vestido-de-jesus-del-pozo-en-la-alfombra-roja-de-los-juzgados-de-palma/,2014-01-31,La Infanta Cristina lucirá un vestido de Jesús del Pozo en la alfombra roja de los juzgados de Palma,APOSTARÁ POR TONOS PASTEL QUE TRANSMITAN INGENUIDAD E INOCENCIA,1,"Vestido de corte recto por encima de la rodilla de color mostaza y un abrigo con flores bordadas de color gris perla. Es el atuendo elegido por la Infanta Cristina para su declaración como imputada en los juzgados de Palma el próximo día ocho.
Huirá de grandes escotes para no intimidar al juez
Diseñado por su íntimo amigo, Jesús del Pozo, el «outfit» de la imputada huirá de los grandes escotes o de cortes demasiado sugerentes o ajustados. «La idea es transmitir inocencia e ingenuidad. Un ‘look’ demasiado atrevido que intimide al juez puede volverse en contra de esa imagen de sosiego que doña Cristina desea proyectar», han explicado desde el estudio del célebre diseñador.
Evitando también «una excesiva apuesta por el lujo», la Infanta evitará lucir bolsos «it» de prestigiosas firmas como Chanel o Dior. En su lugar, elegirá un bolso más funcional, probablemente de tamaño «maxi», que permita acarrear toda la documentación del caso Nóos sin renunciar por ello a la distinción.
Dependiendo de cómo vaya la declaración ante el juez, no se descarta ofrecer un refrigerio a periodistas y familiares a las puertas del juzgado. Para la ocasión, se ha pensado en «un vestido negro de corte de sirena con una pequeña cola trasera». Todo dependerá, sin embargo, de cómo transcurran los acontecimientos. 
«Con este estilismo que le hemos preparado, nada puede fallar. El juez se rendirá a la elegancia de doña Cristina», prometen desde el estudio del diseñador madrileño.
Días antes de la celebración del acto, los juzgados ya se están acondicionando para estar a la altura de las circunstancias. «La alfombra roja ya está preparada para la llegada de la imputada y esta tarde estará listo el ‘photocall'», explicaba esta mañana un agente de la Policía Nacional.
"
El Mundo Today,https://www.elmundotoday.com/2014/01/guardia-civil-de-la-aduana-dobla-la-ropa-en-la-maleta-mejor-de-lo-que-estaba-antes-de-registrarla/,2014-01-30,Guardia Civil de la aduana dobla la ropa en la maleta mejor de lo que estaba antes de registrarla,TAMBIÉN HA PLANCHADO ALGUNA CAMISA,1,"Tras registrar el equipaje de unos viajeros, Antonio F., un agente de la Guardia Civil que trabaja en la aduana del aeropuerto de Barajas, ha vuelto a doblar la ropa en la maleta dejándola mejor de lo que estaba y añadiendo un popurrí de flores secas para perfumarla. 
“Si se dobla bien cabe más ropa”, ha dicho justo después de planchar las camisas, y antes de meterlas en la maleta.
Según han informado diversos viajeros, el agente ha procedido de la misma manera en todos y cada uno de los registros que ha llevado a cabo esta mañana. 
“A algunos les añado una bufandita porque veo que llevan poca ropa de abrigo y en los países europeos hace más frío que en España», ha explicado el agente. Según afirma, siempre acude a trabajar con varias bufandas por si tiene que prestar alguna a los viajeros.
A las 11:40, el agente ha iniciado un cacheo que ha culminado en masaje. “Tenía que registrarme porque he pitado en la máquina pero al final ha notado que tenía las cervicales fatal y me ha dado un masaje de media hora que me ha dejado nuevo”, ha explicado un complacido ciudadano.
“Mientras me daba a mí el masaje, ese perrazo enorme que tiene ha estado entreteniendo a los críos”, ha añadido.
"
El Mundo Today,https://www.elmundotoday.com/2014/01/pedro-j-ramirez-deja-el-mundo-para-dedicarse-al-periodismo/,2014-01-30,Pedro J. Ramírez deja El Mundo para dedicarse al periodismo,QUIERE EMPEZAR DESDE ABAJO E IR APRENDIENDO,1,"Pedro J. Ramírez ya no es director de El Mundo. Veinticinco años después de fundar el rotativo, el segundo más importante del país en número de ventas, ha tomado la decisión de reinventarse profesionalmente y empezar su andadura en el mundo del periodismo.
«Siempre me ha llamado la atención», dice
«Siempre me ha llamado la atención», ha confesado refiriéndose a esta profesión. «Informar de lo que ocurre sin sesgos, con compromiso y rigor pero también con humildad, sin aspiraciones mesiánicas ni intereses empresariales, esto es lo que ahora me motiva. Algo muy distinto a lo que llevo haciendo», ha insistido Pedro J., que ya ha enviado su curriculum a varios medios de comunicación. 
«He ganado varios premios, tengo coche propio y Office nivel usuario», ha recordado el aspirante a periodista, que es consciente, pese a todo, de que la edad puede ser un problema. 
«Mi idea no es empezar arrasando. No sé nada de periodismo en el fondo, sé que debo empezar desde abajo con ganas y no hay problema con eso», argumenta.
De momento, solo dos medios han respondido a la solicitud del exdirector de El Mundo. El diario catalán Avui ha agradecido el interés del solicitante pero le ha informado de que «en aquests moments no tenim cap vacant disponible». 
«El faro de Guadarrama», en cambio, le ofrece prácticas no remuneradas a cambio de prestigio. Esta primera oferta ha resultado interesante a Pedro J., que ya ha cerrado una reunión con el jefe de redacción de este periódico local. 
«No sé qué ponerme para la entrevista. Supongo que al final optaré por camisita y tirantes», ha confesado.
"
El Mundo Today,https://www.elmundotoday.com/2014/01/un-pagafantas-pide-un-credito-al-banco-para-seguir-ejerciendo/,2014-01-29,Un pagafantas pide un crédito al banco para seguir ejerciendo,MONTÓ UN BAR Y SE ARRUINÓ,1,"Luis Miguel Pérez, un joven madrileño que ejerce de pagafantas desde sus tiempos de la guardería, ha solicitado un crédito a Bankia para poder seguir desarrollando su actividad. 
Aunque la entidad está estudiando su caso y aún no ha dado una respuesta, Pérez se ha tomado la molestia de invitar a la directora de la sucursal a unas cañas «sin compromiso, para que me conozca mejor y vea que merece la pena el apoyo», ha dicho.
En 2012, este pagafantas vocacional «con aspiraciones de practicar también en el extranjero» decidió abrir un bar para obtener ingresos y su iniciativa fracasó estrepitosamente. «Yo creo que fue porque no tenía experiencia en la hostelería. Puedo asegurar que el ‘Ya invito yo’ era un local estupendo y que se petaba de gente, aunque luego las cuentas no cuadraran», apunta el joven.
Pérez no alberga demasiadas esperanzas pero sí cree que sería buena idea que la directora de la sucursal de Bankia valorara el tema de las cañas de todas formas. «No soy de insistir, pero si de estas gestiones sale una relación de amistad y afecto, pues todo esto que nos llevamos», explica.
El Instituto de Crédito Oficial (ICO) no ofrece por el momento ninguna ayuda para los pagafantas españoles, pero sí está estudiando la posibilidad de crear una línea de crédito para que tu tía Mari cambie las fundas del sofá, que la verdad es que dan asco.
"
El Mundo Today,https://www.elmundotoday.com/2014/01/un-butanero-con-una-llave-inglesa-cabeza-de-cartel-del-primavera-sound/,2014-01-29,"Un butanero con una llave inglesa, cabeza de cartel del Primavera Sound",SUBIRÁ AL ESCENARIO CON AL MENOS OCHO BOMBONAS,1,"Tras deleitar durante años a los vecinos del barrio de Sant Antoni con sus interminables solos de «bombona y llave inglesa», con los que anuncia su presencia en la calle, un butanero de Barcelona confirmó ayer su asistencia a la próxima edición del Primavera Sound, el festival de musica indie mas importante del panorama español.
«Butanoooo, el butanooooo», declara
«Todavía no sé muy bien qué tocar porque no tengo álbum y mi repertorio es limitado, pero básicamente pego gritos diciendo que ya he llegado, doy unos golpes para hacer ruido y pregunto cuántas bombonas quieren», ha confirmado Ahmed El Moussaoui, el butanero. “Me han dicho que vaya y yo voy. Espero que los jóvenes que haya allí se queden con bastantes bombonas cada uno para que merezca la pena el viaje”, dice en referencia a su cita del 26 de mayo en la ciudad condal.
Para los organizadores del festival, que han apostado este año por uno de los carteles más eclécticos que se recuerdan, Ahmed “es una referencia en Barcelona y era evidente que tenía que estar en el Primavera, lo que le dará una dimensión muy internacional a su figura». 
Para muchos asistentes al festival, como Pedro Martínez, que acude cada año, “fue decepcionante cuando el año pasado vi que no lo incluían, así que estoy satisfecho de poderlo ver en un escenario al fin porque me han dicho que es muy cañero”.
La música de Ahmed, que ha sido descrita como “una atrevida fusión de ruido de bombona y gritos de ‘butanoooo’”, compartirá cartel con otros artistas emergentes de la ciudad, como María Asunción García, una madre de 53 años que actuará la noche del sábado gritando a su hijo mayor que baje la música, que le tiene la cabeza loca.
"
El Mundo Today,https://www.elmundotoday.com/2014/01/montoro-finalmente-da-una-rueda-de-prensa-con-un-testiculo-fuera-del-pantalon/,2014-01-28,Montoro finalmente da una rueda de prensa con un testículo fuera del pantalón,HA ANUNCIADO UNA RENOVACIÓN DEL IRPF,1,"Acudiendo a una rueda de prensa con un testículo claramente visible fuera del pantalón, el ministro de Hacienda, Cristóbal Montoro, ha asegurado esta mañana que la reforma fiscal que prepara el Gobierno traerá un IRPF «completamente nuevo».
«No subiré el IVA», ha dicho mientras su testículo se tambaleaba
El ministro, cuyo testículo ha sido visto por todos los periodistas sin que él hiciera referencia a ello en ningún momento de la comparecencia, ha dicho que, si se hace una reforma, es para crear «un impuesto nuevo y equitativo, en el que se contribuya según la renta y según la capacidad económica, y se adecúe con los sistemas fiscales más avanzados de los países del entorno».
Luciendo su cojón derecho una última vez al levantarse de la mesa tras acabar su intervención, también ha insistido en que no va a subir el IVA porque «ya está suficientemente alto» y, además, «ya ha subido esta legislatura».
A la pregunta de si algunos productos podrían cambiar de tramo, el ministro, a quien al parecer ya le da todo igual y no necesita estar ligado a las convenciones sociales del resto de los mortales y puede, si le apetece, mostrar sus órganos reproductivos al aire mientras se queda mirando a los periodistas a los ojos sabiendo que ninguno va a atreverse a preguntar sobre el tema, ha precisado que las grandes categorías que están sometidas a tipo reducido como el turismo «no van a subir, seguro» ya que ello perjudicaría a una de las grandes actividades económicas de España.
"
