Periódico,Hipervínculo,Fecha publicación,Titular,Subtítulo,Target,Cuerpo
El Mundo Today,https://www.elmundotoday.com/2016/12/el-nobel-de-bob-dylan-aparece-en-un-cash-converters-de-vitoria/,2016-12-29,El Nobel de Bob Dylan aparece en un Cash Converters de Vitoria,HARUKI MURAKAMI HA LLAMADO PARA PREGUNTAR POR EL PRECIO,1,"La medalla y el diploma que recibió el artista Bob Dylan de parte de la Academia Sueca, que le otorgó este año el Nobel de Literatura, han aparecido esta mañana en una tienda de objetos de segunda mano Cash Converters de Vitoria. El músico, que no acudió a la gala de entrega de premios celebrada en Estocolmo, habría recibido los objetos esta misma semana y no ha tardado en deshacerse de ellos por poco más de veinte euros.
El premio se exhibe en estos momentos en el escaparate del establecimiento, entre el Goya al mejor guión original que ganaron en 1991 Juanma y Eduardo Bajo Ulloa y una estatuilla de plástico con la inscripción «Oscar al mejor papá».
Aunque Cash Converters no ha querido dar detalles sobre este asunto, todo parece indicar que el local se ha convertido en un lugar de referencia para todos aquellos premiados que quieren deshacerse de sus trofeos.
De momento, el Nobel de Dylan no ha recibido ninguna oferta de compra salvo la de un tal Haruki Murakami, que sí ha preguntado por el precio.
"
El Mundo Today,https://www.elmundotoday.com/2016/12/el-running-es-una-estafa-solo-consiste-en-correr/,2016-12-29,«El running es una estafa: sólo consiste en correr»,SELECCIÓN DE RESEÑAS Y RECOMENDACIONES DE USUARIOS,1,"Museo del RCD Espanyol
«Relax a 10 minutos de Barcelona»
★★★★★
Es un remanso de paz al que acudo siempre que quiero abstraerme del mundanal ruido de la ciudad: el Museo del Real Club Deportivo Espanyol. Se trata de un espacio diáfano casi vacío, apenas decorado con un par de trofeos y un póster de la revista Don Balón. Nunca hay nadie, incluso los empleados del estadio no saben de su existencia. Ideal para esos días que quieres estar sin distracciones y pensar.
ALBERTO CARRASCO

Isabel Coixet Experience
«Conoce la Barcelona más empalagosa»
★★★★
Nuestra guía, Isabel Coixet, fue súper amable. Conocía todos los rincones donde la directora Isabel Coixet se inspira a la hora de escribir sus películas: restaurantes de sushi, plazas donde ensayar tu pose de melancolía, cosas rosas… ¡Hasta fuimos a un túnel de lavado donde Isabel Coixet va cuando quiere ponerse triste y no está lloviendo! La guía, Isabel Coixet, dijo que con un poco de suerte veríamos a Isabel Coixet, pero no tuvimos esa suerte. Al finalizar, se puso a llorar.
ORIOL PARDO
 

Hacer ‘Running’
«¡No lo hagáis, es una estafa!»
★★
Cada día veo a mucha gente haciendo ‘running’, así que la semana pasada me decidí a probarlo. Es un engaño: sólo consiste en correr. Ni siquiera te dan una medalla, ni un triste bocata, al acabar. Lo único que buscan es cansarse. Es una pantomima, a no ser que lo que quieras es salud y sentirte bien contigo mismo.
FELIPE CUARESMA
 

Bar La Tertulia
«Historia y tradición, un recuerdo imborrable del pasado»
★★★★★
Acabo de salir del bar La Tertulia y estoy emocionado. Fue el punto de reunión de artistas como Picasso, Dalí, Miró, Jordi de OBK o Carmen Laforet. Sus paredes rezuman historia. Sus propietarios son unos amantes de la literatura y la pintura y sienten auténtica devoción por… Mierda. Acaban de transformar el local en un Starbucks. ¿Cómo se rectifican las estrellas de la valoración?
JOSÉ PÉREZ
 

Micro Micro Teatro
«No entiende la proposición artística»
★
(Traducción automática) La afición de lo dramatúrgico es bien instaurada en mí desde que era enana. En mi casa pueblo interpretación a nivel amateur. Yendo al micro micro teatro por lo atractivo de su idea, pero la decepción fuerte. La brevedad es demasiado breve. El acto consiste en lo interactivo. La trama es el pago de una entrada de 8 euros, pero ahí es el fin de la obra. No ocurre la cosa en absoluto. De hecho, dentro no encuentro ni un teatro, pero un estanco. Al taquillero/actor nunca más volver a ver.
BRENDA WALSH
 
 

El Mundo Today publica cada viernes en la revista OnBarcelona de El Periódico una selección de las reseñas que la capital catalana recibe en internet.

"
El Mundo Today,https://www.elmundotoday.com/2016/12/que-coches-pueden-circular-hoy-por-madrid/,2016-12-29,¿Qué coches pueden circular hoy por Madrid?,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2017/01/olvidan-una-paloma-dentro-de-un-plumas/,2017-01-31,Olvidan una paloma dentro de un «plumas»,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2017/01/albert-rivera-recuerda-con-nostalgia-la-epoca-en-la-que-no-habia-gobierno/,2017-01-31,Albert Rivera recuerda con nostalgia la época en la que no había Gobierno,"EL POLÍTICO ECHA DE MENOS ""PACTAR CON UNOS, HABLAR CON OTROS, TODA ESA ILUSIÓN...""",1,"Echando la vista atrás a un tiempo en el que “todo parecía tener sentido y yo jugaba un papel esencial en la política española», Albert Rivera, líder de Ciudadanos, ha informado a la prensa esta mañana de que siente una profunda nostalgia de “aquella España sin Gobierno en la que todos hablábamos con todos y todos jugábamos un papel importante”.
«Me resulta imposible no ver el año pasado con mucho cariño, cuando soñábamos con una España mejor, no como ahora”, ha declarado Rivera con los ojos humedecidos. El político ha admitido que 2016 fue una etapa bonita para él y que no puede evitar recordar con mucha ilusión los tiempos en los que él mismo parecía una pieza clave de la política española. 
“Fue una época bonita para mí”, ha admitido.
“No tenía nada, pero era más feliz porque tenía sueños y ambición. Recuerdo que me vine a Madrid dispuesto a todo, hablando con unos y con otros… trapicheando, era divertido”, ha insistido Rivera refiriéndose a la España que se vio obligada a repetir Elecciones Generales. «Recuerdo la sensación de que todo parecía posible, ¿sabes? Echo de menos todo eso”, apunta.
«¿Os acordáis? Todos ahí pactando y sin Gobierno y sin saber qué iba a ser del país…», ha proseguido el político. «Ahora no os lo creeréis pero yo estaba en todas partes», ha dicho.
«A lo mejor por la mañana hablabas con la izquierda, por la noche pactabas con la derecha y al otro día te levantabas sin recordar nada, era otra época, loquísima y llena de posibilidades”, explica Rivera mirando al techo y relatando los “viejos, buenos tiempos del año pasado”, según sus propias palabras.
«¿Dónde han quedado todos esos sueños?», se ha preguntado Rivera.
A última hora, fuentes cercanas a Ciudadanos han informado de que Rivera se ha decidido a llamar a Pedro Sánchez para recordar la vez aquella en la que casi van juntos a una investidura. 
"
El Mundo Today,https://www.elmundotoday.com/2017/01/el-diario-el-mundo-ofrecera-informacion-objetiva-solo-para-suscriptores/,2017-01-31,El diario El Mundo ofrecerá información objetiva sólo para suscriptores,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2017/01/donald-trump-elimina-las-negritas-de-la-web-de-la-casa-blanca/,2017-01-31,Donald Trump elimina las negritas de la web de la Casa Blanca,NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2017/01/un-jefe-encontrado-paseando-con-sus-hijos-parece-normal-vulnerable/,2017-01-31,"Un jefe encontrado paseando con sus hijos parece normal, vulnerable",NaN,1,NaN
El Mundo Today,https://www.elmundotoday.com/2017/01/rafa-nadal-se-harta-y-pregunta-vamos-rafa-que/,2017-01-31,Rafa Nadal se harta y pregunta «Vamos Rafa qué»,NaN,1,EtiquetasCopa DavisLo mejor de 2017Rafa NadaltenistenistaVamos Rafa
El Mundo Today,https://www.elmundotoday.com/2017/01/que-estan-haciendo-ahora-mismo-mientras-lees-esto-los-protagonistas-de-salvados-por-la-campana/,2017-01-31,"¿Qué están haciendo ahora mismo, mientras lees esto, los protagonistas de Salvados por la Campana?",NaN,1,NaN
